,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
2647,Red Velvet,Sunny Side Up!,5yGTiC0ypN09P4Nl6tE3FY,63,0.149,0.706,203818,0.694,0.0,11,0.11,-5.555,0,0.0722,134.96,4,0.586
2648,Koe Wetzel,What You Deserve,1eMtnzDZjoLSyKNPdnH5SS,53,0.000969,0.318,214532,0.713,0.0,5,0.0849,-5.71,0,0.0367,155.036,4,0.224
2649,Hozier,As It Was,4xEHlCgoKd4RdrS79OPn9y,55,0.841,0.398,207653,0.154,0.157,0,0.113,-11.395,0,0.0351,173.589,3,0.155
2650,Tierra Whack,Unemployed,70kjLeuW46xJ5pqzYRLHAf,56,0.0366,0.875,168661,0.375,2.17e-06,2,0.111,-6.669,1,0.724,153.84,4,0.139
2651,Tycho,Skate,566w1sloS9qx61zl7bN9GE,51,0.939,0.703,187340,0.231,0.0207,5,0.103,-13.094,0,0.0338,97.07,4,0.421
2652,Aloe Blacc,"Getting Started (Hobbs & Shaw) [From ""Songland""]",6ZsMLYfmCz9Irh7uLt2GDO,57,0.0348,0.677,158802,0.548,0.0,10,0.113,-8.166,1,0.0576,147.021,4,0.396
2653,Jaden,Pain,2HHkyxciS6qmliClo1OK1e,58,0.272,0.397,375320,0.586,9.06e-05,0,0.18,-7.242,1,0.104,151.31,3,0.33
2654,Kupla,Afloat,4XDlW5QgLKZupaJ5VvacsP,60,0.957,0.374,148605,0.237,0.822,6,0.088,-10.796,1,0.163,83.271,4,0.417
2655,NAV,Dior Runners,1pGcfOz4p1Ds35ICL0lX5k,56,0.16,0.856,166001,0.796,0.0,4,0.132,-5.322,0,0.404,162.053,4,0.448
2656,Chance the Rapper,"14,400 Minutes",1MnJ5vOM6V5S2l8VN7LjbT,55,0.106,0.826,128571,0.745,0.0,11,0.371,-8.758,1,0.487,126.547,4,0.539
2657,Yella Beezy,Tattoo (feat. Too $hort),4bP4EAFDvccGeRTCqv4iNo,48,0.00395,0.831,264857,0.622,0.0,10,0.236,-6.344,0,0.35,145.035,4,0.571
2658,Sonder,What You Heard,3a3dQOO19moXPeTt2PomoT,56,0.546,0.429,238242,0.371,5.71e-06,2,0.104,-9.017,0,0.0327,137.134,4,0.135
2659,YNW Melly,Ingredients (feat. Fredo Bang),5mmEDGjJlUe1IlxsWUyS9K,55,0.118,0.568,254139,0.724,0.0,0,0.117,-4.651,1,0.185,170.062,4,0.59
2660,Comethazine,GODDONTLIKEUGLY,0L37JrAtN6ePL1UpFQnBjV,0,0.0326,0.796,120840,0.588,0.0,1,0.108,-8.496,1,0.279,130.12,4,0.561
2661,Comethazine,STAND,1eqdujVtIXHzWa9czBc0o0,0,0.465,0.68,98287,0.692,0.0,0,0.35,-6.546,0,0.0392,130.206,4,0.902
2662,Comethazine,NO EVIDENCE,2oVWxQ0ZVVhNELBGi30Zhe,0,0.0637,0.665,116954,0.741,0.0,8,0.0846,-6.56,1,0.244,98.718,4,0.505
2663,Comethazine,DANGEROUS,33xkqF4gkppg311UoMGgTQ,0,0.225,0.744,140000,0.605,0.0,8,0.0822,-7.594,1,0.108,100.017,4,0.695
2664,Comethazine,RASPUTIA,3BJlpgLxdMIK2DskKRwQOL,0,0.0483,0.849,95294,0.702,0.0,1,0.158,-5.29,0,0.36,136.042,4,0.132
2665,Comethazine,SOLVED THE PROBLEM,3P9P3Lq1IGsyhmNrnank0v,0,0.00278,0.935,117073,0.699,1.52e-05,10,0.101,-10.394,0,0.25,98.44,4,0.683
2666,Comethazine,FIND HIM!,3S8hI4RwB6vQ8fgZZihtpv,0,0.089,0.769,102857,0.523,0.0,7,0.16,-9.762,1,0.273,139.785,4,0.449
2667,Comethazine,FUCK ERRBODY,4PpyUPUOviRLYYN47DxN3M,0,0.0071,0.922,126790,0.472,0.0,6,0.11,-8.369,0,0.246,130.015,4,0.24
2668,Comethazine,HENCH MAFIA,59szNf58dJ8WqOKOgf3Fpz,0,0.0914,0.87,102727,0.535,0.0,0,0.0977,-9.36,1,0.522,145.026,3,0.891
2669,Comethazine,JUST SAYING,6gNTUALYq5cQXVCwXR7snp,0,0.0812,0.814,108554,0.402,0.0,1,0.0844,-10.296,1,0.728,159.941,4,0.3
2670,Comethazine,ACT,7LQEYhXOMGiXEGi0z0uzcW,0,0.0643,0.869,115568,0.271,0.0,8,0.0921,-13.675,1,0.399,133.03,4,0.419
2671,Comethazine,TOUCHED,7tJN4qCNCU9VmH0xiVgKIU,0,0.218,0.799,96019,0.577,0.0,8,0.11,-8.831,1,0.454,74.947,4,0.419
2672,Bryan Adams,Summer Of '69,4FmcCBBcXKp0rGVTcY28Gu,0,0.0183,0.508,216053,0.834,0.0,2,0.0732,-6.205,1,0.0386,139.131,4,0.774
2673,Elevation Worship,Aleluya (En La Tierra) [Hallelujah Here Below],3uUrd0T4p65URK8J6EmfAZ,35,0.0217,0.441,358044,0.423,0.0,2,0.0825,-8.128,1,0.0329,125.912,3,0.165
2674,Jaden,Riot,3VaitfKiWcEEQaiwt6kIac,58,0.105,0.39,274987,0.605,0.0,9,0.172,-6.897,0,0.144,75.128,4,0.16
2675,SwuM,The Dream,1C4bLgUJIKJroNvSU0hz1R,59,0.755,0.637,158133,0.571,0.862,11,0.104,-11.867,0,0.17,149.79,4,0.286
2676,Lil Skies,Mansion,49ImM4CYsEL5KG1hzUaCzq,56,0.0236,0.71,153078,0.796,0.0,1,0.152,-6.365,1,0.261,159.951,4,0.733
2677,Julia Michaels,Work Too Much,508FoYYfy1YjC6ZVUMctZJ,59,0.153,0.563,197347,0.722,0.0,0,0.0791,-4.638,1,0.0664,95.003,4,0.317
2678,El de La Guitarra,Cuando Se Le Ofrezca,7BynlyGJKOxSq7t99jatxz,59,0.184,0.829,136992,0.465,0.0,7,0.157,-8.543,1,0.0354,117.501,3,0.644
2679,Surf Curse,Disco,5cRaKP0bGLP9FyDTcIFhMS,57,0.0277,0.475,152761,0.622,0.000265,11,0.177,-8.698,0,0.0292,173.089,4,0.781
2680,Yung Gravy,Richard Simmons,2nLOfwzuAx6iYSWhngcYmN,55,0.116,0.707,142907,0.691,0.0,10,0.0803,-6.616,1,0.27,169.108,4,0.789
2681,Christopher Willits,Coast,5qvo43hXyTAY1YN0pWtPil,56,0.715,0.0608,373125,0.208,0.887,9,0.36,-21.888,1,0.0442,67.829,4,0.0351
2682,Tom Morello,Can't Stop The Bleeding (feat. Gary Clark Jr. & Gramatik),79DQcqdOuzHH5g0fI8KShf,56,0.00283,0.523,278298,0.896,0.0315,11,0.183,-3.221,0,0.138,188.137,4,0.639
2683,Elevation Worship,Contigo (With You),2w5EKjCkGgqX1Zt7mgojaI,34,0.847,0.405,365952,0.234,1.62e-05,7,0.096,-10.962,1,0.0284,89.911,4,0.285
2684,ATEEZ,"HALA HALA (Hearts Awakened, Live Alive)",4v2BLMhWtVvBnZwuoiKxja,61,0.0153,0.572,202098,0.778,0.0,9,0.188,-4.178,0,0.189,159.904,4,0.294
2685,JP Cooper,September Song,37DWMolvX12oCkgJcrSJeK,0,0.054,0.614,220291,0.615,0.0,0,0.0921,-6.7,0,0.0444,95.941,4,0.374
2686,JP Cooper,September Song - Guitar Acoustic,48ZbotHsJ4msaZQc6PXieB,0,0.364,0.396,212153,0.421,0.0,3,0.136,-7.9,1,0.0326,89.579,4,0.526
2687,Beyoncé,Hold Up - Homecoming Live,7oGFmPGaF5txE4cjL4HyR4,61,0.149,0.519,46475,0.636,1.06e-06,0,0.672,-11.539,1,0.504,81.167,3,0.922
2688,Brooks & Dunn,Ain't Nothing 'Bout You - with Brett Young,2BPiamp7M8ARGtxjNyTZWf,55,0.0957,0.676,241093,0.753,0.0,8,0.362,-6.239,0,0.0252,96.993,4,0.772
2689,Darius & Finlay,Possible,5KyUs8TfzBYrToqSYVCDrV,64,0.0209,0.436,174556,0.808,0.0,9,0.268,-3.988,0,0.0446,127.939,4,0.214
2690,Beyoncé,Lift Ev'ry Voice and Sing - Homecoming Live,0QRxJvOohS8yiGC1n98uFM,61,0.124,0.127,129117,0.409,1.82e-06,2,0.683,-13.089,1,0.0417,79.904,3,0.0782
2691,Jeezy,1 Time,7FiDZcqS3m7uajfzOiUECy,55,0.00854,0.705,232027,0.818,0.0,1,0.806,-5.51,1,0.244,81.714,4,0.685
2692,Beyoncé,Don't Hurt Yourself - Homecoming Live,2NbffhNltorifsuY5doB1l,60,0.000951,0.304,256813,0.808,1.04e-05,4,0.537,-8.711,0,0.142,137.947,4,0.106
2693,24hrs,Back Out (feat. Ty Dolla $ign & Dom Kennedy),4yvi0hbbjr8FuCxDdTnO4J,57,0.00885,0.793,216000,0.577,0.0,1,0.116,-5.062,1,0.212,200.086,4,0.395
2694,ATEEZ,Illusion,4hQHA562yLkVKlakkOkz5l,61,0.195,0.725,210067,0.744,0.0,2,0.0736,-4.448,1,0.0506,140.104,4,0.899
2695,NAV,Go To Hell,6oHalJC4hM1cS4tt6fhzLH,56,0.442,0.783,127323,0.634,0.0,10,0.224,-5.279,0,0.294,171.997,4,0.359
2696,Elevation Worship,Encuéntrame Otra Vez (Here Again),7dimXs7O4MhSYcLhb0Xfkd,34,0.0352,0.261,409217,0.362,0.0,2,0.0916,-9.589,1,0.0333,135.468,4,0.0771
2697,Brent Faiyaz,Fuck The World (Summer in London),2LHRwhsMByGIVTtHxlOJg2,52,0.872,0.632,216400,0.294,0.0112,6,0.118,-14.349,1,0.238,149.989,4,0.247
2698,Luna Meguise,Hush,7JDULs0oIly6dVLDZLUNkd,61,0.979,0.266,148250,0.00118,0.948,0,0.106,-26.652,1,0.0507,72.466,4,0.461
2699,Tee Grizzley,Preach,2ey54PpA7YgFcxURL409IY,55,0.0185,0.567,171804,0.759,0.0,1,0.353,-5.712,1,0.43,96.996,4,0.627
2700,Beyoncé,"You Don't Love Me (No, No, No) - Homecoming Live",6u0WV2PHrzRjLO8BtRpme7,61,0.000688,0.496,71916,0.485,0.0,10,0.647,-9.339,0,0.0299,80.108,4,0.555
2701,Elevation Worship,Digno (Worthy),1G4YFaCFPPN4P0fZCzKYba,34,0.0172,0.501,378636,0.584,0.0,3,0.0919,-7.373,1,0.035,134.88,4,0.219
2702,Elevation Worship,Dios De Promesas (God of the Promise) (feat. Evan Craft),75USUfY4RtRLlneyzjS9v3,34,0.000128,0.51,249266,0.8,0.0,11,0.0831,-5.648,1,0.0293,148.101,4,0.297
2703,Hillsong UNITED,Highlands (Song Of Ascent) - Live,78bUGqKRoXN8kJY1AeWhzt,54,0.038,0.328,390427,0.51,1.14e-06,7,0.118,-9.791,1,0.0299,92.45,4,0.244
2704,Bastille,Divide,3hwGJn49kUbDP2gIgXHPKE,62,0.628,0.542,232120,0.435,0.0,10,0.139,-7.216,0,0.0458,108.215,4,0.299
2705,Cage The Elephant,Skin and Bones,6ubPFMzlIg73d1jzzWcC8B,57,0.0089,0.539,196173,0.788,0.0,9,0.29,-3.228,0,0.0397,159.983,4,0.357
2706,Karol G,Culpables,4RGKft6YTTWHjpQeRIInuS,63,0.287,0.728,228960,0.812,2.9e-06,8,0.13,-3.017,0,0.0833,130.029,4,0.418
2707,Ben Platt,Temporary Love,614GWtz7F9A61E9OPZqNkU,58,0.506,0.634,218827,0.505,1.8e-06,0,0.116,-7.753,0,0.0341,89.045,4,0.136
2708,Elevation Worship,Eco (Echo),78jxDlqZ58cDa9Ty04yebG,33,0.0807,0.63,227578,0.782,0.0,2,0.073,-5.957,1,0.0365,103.896,4,0.598
2709,Lost Kings,Too Far Gone,0s5ibKUNbISHnrBrx1o2nF,61,0.0122,0.619,196953,0.833,0.0,7,0.24,-4.941,1,0.0366,93.01,4,0.527
2710,Shallou,All Your Days,2QEBXYzURjg7nY8FjbBcUt,53,0.444,0.537,275013,0.347,0.00343,4,0.111,-10.245,1,0.0303,110.011,4,0.0968
2711,Beyoncé,I Care - Homecoming Live,62vR9bMq3tP0lfyrMtpujE,60,0.0143,0.418,248538,0.821,0.0,4,0.721,-6.96,0,0.145,88.31,4,0.184
2712,Chance the Rapper,Prom Night,0vzyHoZduwzvQTMkKZ2OdU,55,0.116,0.473,324603,0.668,0.0,5,0.201,-7.459,0,0.278,77.93,4,0.436
2713,MOMOLAND,I’m So Hot,5unCIQfJLMtcsiU6MP5zmB,65,0.226,0.75,200243,0.883,9.84e-05,6,0.0437,-1.712,0,0.0432,127.069,4,0.85
2714,Moneybagg Yo,Part Of Da Game,4I3Dyrfy3uxAPzCHqBKcqg,54,0.00217,0.786,179760,0.794,0.0,1,0.451,-4.57,1,0.296,140.141,4,0.303
2715,Lil Skies,Highs and Lows,0ZxY3V9miXeKIeKS3hgjCI,56,0.0102,0.819,174602,0.756,0.0,0,0.0952,-6.962,1,0.345,109.996,5,0.36
2716,Odin Sørlie,Lucida,316nnoeN99STxwMJWNnH0a,61,0.995,0.377,127250,0.0306,0.92,5,0.108,-28.678,1,0.0423,93.243,3,0.235
2717,Elevation Worship,Fiel (Faithful),6qCy5Sa8lkq2Ebf5Cll9fC,31,0.0305,0.442,333453,0.488,0.0,4,0.136,-8.571,1,0.0335,132.901,3,0.0616
2718,Gunna,Idk Why,06S7iIXT8ZVAcVK6l1iXvx,56,0.101,0.555,199687,0.532,4.17e-06,0,0.0772,-8.191,1,0.448,97.26,3,0.296
2719,Elevation Worship,Poder (Power),0tXhWCvSQOuzZxNKwi6OB1,31,0.000958,0.452,311966,0.63,4.37e-06,2,0.105,-6.68,1,0.03,143.975,3,0.0912
2720,Melii,Slow For Me (feat. Tory Lanez),1aSd69BNiOKdT1AUJzsNhN,58,0.264,0.723,201970,0.789,5.33e-06,7,0.198,-6.819,1,0.208,99.908,4,0.446
2721,Comethazine,I BE DAMNED,2zkCbezif5Vb2XeCyFaEwn,56,0.0831,0.686,139134,0.83,0.0,0,0.335,-5.202,0,0.277,162.149,4,0.758
2722,PnB Rock,My Ex,3DkSirQyz93TaxZ0f0DloI,56,0.754,0.411,170393,0.523,0.0,9,0.137,-7.063,1,0.259,81.793,4,0.532
2723,bbno$,bunk,7FzhBc53MGYpJLI9ckUt2r,57,0.0407,0.905,151579,0.538,0.00293,1,0.0495,-7.537,1,0.281,113.96,4,0.903
2724,Joseph Beg,Now We Gather,7F9azcpr8Sor9XkMK0F1gj,55,0.747,0.133,286713,0.189,0.926,0,0.106,-20.042,1,0.0379,71.328,4,0.0393
2725,Kirk Franklin,Love Theory,08XnGAqrSwqr08vJ0t4py8,57,0.181,0.745,251258,0.677,0.0,1,0.0895,-5.355,1,0.215,97.092,4,0.72
2726,Lil Pump,Butterfly Doors,5X4c1AVbFfl8u36AE5QLCI,61,0.0889,0.925,132923,0.397,5.12e-05,5,0.144,-11.265,1,0.169,130.008,4,0.429
2727,Maren Morris,Common (feat. Brandi Carlile),0Xen6Y4p2soxvsUTlF0IUn,57,0.591,0.46,245187,0.737,0.0,11,0.0811,-5.332,0,0.0775,104.715,4,0.382
2728,Beyoncé,Partition - Homecoming Live,1XTQkWboabpxxyR7iMKsEJ,61,0.0101,0.452,138526,0.487,0.0039,0,0.698,-11.767,1,0.0461,123.43,5,0.103
2729,Wage War,Low,0OiqmkoWLbaq2S7rvlwPSF,58,2.15e-05,0.535,228448,0.972,0.733,1,0.0758,-4.146,1,0.0798,129.995,4,0.251
2730,Quando Rondo,In My Section,4U1QCfK2IMth8PlkenKwql,54,0.171,0.415,189091,0.727,0.0,2,0.0842,-5.042,0,0.26,82.512,4,0.217
2731,311,Space and Time,5zQ65ap2xd09FHwdv4oxRf,49,0.103,0.479,214480,0.917,0.0,5,0.056,-6.632,1,0.104,184.04,4,0.852
2732,Still Woozy,Maybe She,0yJRQPFhkgBMP8RyerfH8l,56,0.516,0.577,169091,0.527,0.00243,11,0.108,-11.491,0,0.16,87.921,4,0.565
2733,Quadeca,Uh Huh!,5RsoKNOQIbRKfqjaPzyWfE,58,0.0565,0.683,135620,0.716,0.0,1,0.222,-7.597,1,0.311,155.692,4,0.496
2734,TOMORROW X TOGETHER,Blue Orangeade,7C31PdvTuSvEFqn2sKISsX,60,0.00611,0.758,185520,0.848,0.0,0,0.143,-3.601,1,0.0572,111.015,4,0.42
2735,John Legend,We Need Love - from Songland,2GtSvnYFfj7vvpo9B0FqlI,57,0.869,0.409,159347,0.384,9.11e-05,8,0.23,-8.063,1,0.0485,90.981,3,0.506
2736,Don Diablo,Brave,0GRoERSBBky3YgdKW2w2Vc,66,0.169,0.654,184027,0.874,1.77e-06,6,0.134,-3.885,1,0.0543,119.85,4,0.542
2737,Vala Capon,Quando sorridi,4tJLqa4zHZmoBrkdZu2IFY,62,0.995,0.405,123000,0.0302,0.855,7,0.0721,-23.423,1,0.0369,74.418,3,0.313
2738,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,5mYNWSc1AE7pWS3Ax4e8Dl,62,0.0145,0.733,223533,0.839,0.000187,1,0.162,-2.84,0,0.0335,126.009,4,0.471
2739,Rynx,Club Poor,7s0Pkj8Px5Ul70DLZQ3m9Y,58,0.0141,0.791,198533,0.818,0.0,2,0.129,-5.174,1,0.221,97.975,4,0.57
2740,Aaron May,Let Go,1BBjIZ70D8eDy1g1xp3J7g,56,0.045,0.871,176532,0.503,0.0,9,0.115,-8.34,0,0.0603,110.019,4,0.688
2741,santpoort,rosemary whispers,6LlcmcTC1gJZLUZjnO3ERN,58,0.671,0.782,136500,0.265,0.859,8,0.111,-17.638,1,0.0544,116.06,4,0.425
2742,UPPERROOM,To the One (Live),7aJeq9pEDHSxOA1xcRlT9u,57,0.184,0.207,448808,0.551,0.0,6,0.107,-7.227,1,0.0392,158.855,3,0.131
2743,Beyoncé,Get Me Bodied - Homecoming Live,7Bd6JQ2Evmeuw4cPYUtcEz,60,0.011,0.822,263009,0.935,0.0,11,0.379,-7.741,0,0.344,97.02,4,0.396
2744,Laura Frey,Acacia,2n5zNyrLhhgRpiHJhsrKFw,61,0.992,0.363,95750,0.0969,0.94,9,0.109,-19.193,0,0.0378,100.421,4,0.434
2745,Elevation Worship,Echo (Studio Version) (feat. Tauren Wells),03YdcJcROMngj6U4VPr1X4,0,0.16,0.656,226511,0.849,0.0,2,0.0723,-4.408,1,0.0594,103.954,4,0.586
2746,Beyoncé,Say My Name (feat. Kelly Rowland & Michelle Williams) - Homecoming Live,1q0xjWLQOnAbfQa3XzhyYc,61,0.0285,0.492,111769,0.666,0.0,5,0.503,-7.338,0,0.11,138.668,4,0.304
2747,Pouya,Cruisin' in The MIA,7wNq3rMwJxZWMw3U13VYVj,56,0.187,0.749,151111,0.702,0.00851,0,0.0819,-7.038,1,0.0467,108.004,4,0.778
2748,Yandel,Te Amare,0FZHtd4koAwOygHbltSYxV,63,0.0662,0.764,241813,0.613,0.000507,9,0.127,-5.628,0,0.0355,97.036,4,0.253
2749,Jordan Barns,Forrest Gump - Main Title (Feather Theme),4SNS6KMBDrfK676bO1hQj9,61,0.993,0.463,201858,0.0249,0.928,8,0.127,-24.519,1,0.0394,144.599,4,0.216
2750,Fuerza Regida,Disculpe Usted,0EoGITCf80uJ52Yk5BxUsV,55,0.669,0.592,206192,0.287,0.0,9,0.155,-6.015,0,0.0461,135.559,4,0.897
2751,Lewis Capaldi,Hollywood,5uGjeXi3epIE8N2ITkxIQ5,70,0.553,0.723,191844,0.669,0.0,10,0.0959,-4.897,1,0.0527,125.038,4,0.732
2752,Diplo,So Long (feat. Cam),30EjmPhNzAdbx0cLAZnCa2,59,0.647,0.884,172773,0.601,0.00021,0,0.112,-5.396,1,0.0653,115.056,4,0.516
2753,Bhad Bhabie,Bestie (feat. Megan Thee Stallion),6nQdrzI6jqsIqYT7D6YLZW,56,0.0823,0.903,139679,0.662,0.0,1,0.19,-4.242,1,0.286,101.975,4,0.684
2754,Tycho,For How Long,7fFP1CZiHjbxyoDqmVTQBi,50,0.14,0.721,180447,0.562,0.00018,6,0.121,-9.555,0,0.0314,127.975,4,0.513
2755,Kehlani,Too Deep,0aSW5EMeNnQSMJQ8QN3zIW,56,0.614,0.516,167207,0.638,0.0,7,0.099,-6.673,0,0.0796,180.216,3,0.642
2756,SHAED,Trampoline - Jauz Remix,68Rnp6Cev6ESnEwlpQI2Ll,57,0.169,0.49,236170,0.606,0.00106,7,0.0704,-6.604,0,0.0424,126.553,4,0.119
2757,Steven Goldmund,Pond,1Jj3h6c4TVeGXPsL5JIMVN,55,0.994,0.142,250491,0.0193,0.917,7,0.109,-33.411,1,0.0668,69.225,4,0.0396
2758,El Alfa,Dembow y Reggaeton,1U3CZqgtekCchvUXV6o9l1,60,0.308,0.881,248587,0.924,0.0143,5,0.295,-1.058,1,0.07,117.024,4,0.709
2759,Hillsong Worship,Hermoso Nombre,5Jwn05MsfGCUFcU0RJ8jr2,0,0.198,0.447,239773,0.53,0.0,2,0.0959,-6.524,1,0.0301,135.717,4,0.139
2760,Billy Marchiafava,Ligma,1Q0zMGrnIsf7CTmwekcItD,57,0.109,0.938,75717,0.364,0.0,8,0.0934,-10.705,1,0.392,128.594,4,0.578
2761,Sheck Wes,Sadio Mané (YNWA),6X5kGCChHU5jeekhoUw2au,47,0.0425,0.818,163787,0.338,0.000395,10,0.158,-11.503,0,0.851,159.988,4,0.383
2762,Yelawolf,Catfish Billy 2,2mvn2MHPnPJeqgDrZKDnQZ,57,0.0877,0.847,198413,0.807,3.48e-06,2,0.156,-4.237,1,0.0862,123.12,4,0.13
2763,Jai Paul,Do You Love Her Now,13JjdKeIUy6P916p3MemXn,59,0.542,0.71,274995,0.336,0.0204,2,0.114,-11.001,1,0.0462,80.002,4,0.34
2764,Verzache,Cable,7fApbiVxhaqfOsHMIvLqc3,56,0.573,0.776,168000,0.392,0.00291,7,0.107,-10.91,1,0.0651,99.928,4,0.225
2765,flor,dancing around,4bE6D10MEtSdDt1lxXgTro,59,0.00765,0.726,235707,0.657,0.000248,10,0.0975,-7.066,0,0.0327,114.996,4,0.629
2766,Beast Coast,"Problemz (feat. Erick The Architect, CJ Fly, The Underachievers, Zombie Juice & Nyck Caution)",0IXJuf4reoQ5erS5kEqdwx,57,0.178,0.782,226827,0.737,0.0,6,0.131,-5.73,0,0.166,135.973,4,0.485
2767,Julia Michaels,Priest,6VAlmgM31jc1K7SZrmECRS,59,0.48,0.774,193733,0.262,0.0,11,0.145,-7.546,1,0.0798,86.919,4,0.611
2768,Florida Georgia Line,People Are Different,3dIvnXEqvm8drsoCtnWWFw,55,0.17,0.505,214213,0.837,0.0,2,0.113,-5.146,1,0.0358,140.066,4,0.623
2769,Dylan Scott,You Got Me,2pV577SKmuesoPpS4bbzfF,55,0.656,0.669,154827,0.684,3.17e-06,7,0.105,-6.792,1,0.0344,149.947,4,0.722
2770,Aaron Watson,Kiss That Girl Goodbye,4cjYbmZXoJbuLeOwLP4EKB,54,0.00751,0.636,198933,0.86,0.0,1,0.0753,-4.047,0,0.0348,116.898,4,0.659
2771,Christian Nodal,Nada Nuevo,7ICx8UXRmLzbLrORTVOM96,61,0.424,0.64,195373,0.466,0.0,2,0.324,-4.984,1,0.0289,139.996,4,0.552
2772,blackbear,HEARTBROKEN,3SvvcRoh5wgI7yacmYEPH8,56,0.0399,0.555,134253,0.588,0.0,2,0.259,-7.004,1,0.33,139.887,4,0.419
2773,Stick Figure,Summertime (feat. Citizen Cope),3gR5vEwHrvEntTYnzxZXEd,55,0.0669,0.743,239634,0.612,0.0274,9,0.355,-7.113,1,0.0398,79.991,4,0.811
2774,Comethazine,DEMAR DEROZAN,6dlikXSUYtmt2AviTTZuwZ,56,0.289,0.689,85714,0.777,0.0,8,0.104,-5.465,1,0.289,139.723,4,0.492
2775,Ricky Dempsey,Babbling Brook,2C9K6WammIkJ3S1wGZi9Hx,53,0.768,0.332,30250,0.806,0.999,3,0.961,-25.346,0,0.105,80.351,5,0.0816
2776,Pouya,Talk to Me Before I Die,2eyDJTl0qaGFfPYNCa26xq,55,0.737,0.746,150857,0.529,2.44e-06,11,0.0571,-10.297,0,0.199,139.971,4,0.498
2777,Steve Lacy,N Side,24G1PXBWoRgV0wDXZKwxzz,57,0.072,0.838,224444,0.536,0.000259,2,0.208,-6.288,1,0.0435,119.956,4,0.89
2778,Lil Zay Osama,Changed Up,68PRRx0EgIKJiWizfCwReN,54,0.608,0.789,133004,0.693,0.0,5,0.101,-5.175,1,0.163,144.974,4,0.58
2779,Viljar Iversen,Silhuett,1Xi70qpx7uDShW9lMNNw4w,61,0.992,0.408,155000,0.0647,0.902,7,0.107,-21.392,1,0.0448,72.844,4,0.331
2780,MOD SUN,I Remember Way Too Much,3qep5Ghl8HcCg1yGVK6Qm5,55,0.382,0.565,177173,0.669,0.0,11,0.144,-4.838,1,0.0389,75.003,4,0.402
2781,Saweetie,Emotional (feat. Quavo),4rrFGOdnreypzg6ux5mdPh,57,0.0249,0.791,190429,0.655,1.5e-05,5,0.0614,-7.413,0,0.277,184.091,4,0.526
2782,Souly Had,Crush,4tM951za9FZDxZV52r4AFp,56,0.309,0.767,163653,0.524,2.01e-05,0,0.108,-8.124,1,0.0779,109.921,1,0.312
2783,Shoreline Mafia,Breakdown (feat. Mac P Dawg),52iXpkU3eRuKPqls4D07kt,55,0.00134,0.912,182667,0.48,0.0022,0,0.0746,-9.601,1,0.182,99.947,4,0.367
2784,Andy Grammer,My Own Hero,0KednpCIKKLMC17fcW80cN,0,0.141,0.405,209549,0.437,0.0,7,0.393,-6.996,1,0.0517,184.232,3,0.248
2785,Andy Grammer,Stay There,0cIZHBaBYJinNPzYLkv49W,0,0.3,0.749,156032,0.588,0.0,11,0.0957,-6.149,1,0.0734,86.987,4,0.425
2786,Andy Grammer,Best of You,0fQH3I3GoZS1J8m5go7lb8,0,0.0177,0.67,186702,0.57,2.24e-05,9,0.0555,-6.723,1,0.114,176.029,4,0.44
2787,Andy Grammer,She'd Say (with Ladysmith Black Mambazo),2SPqhlmGmYCM4oU4HGCnsx,0,0.411,0.673,206509,0.503,0.0,0,0.319,-6.67,1,0.169,91.011,4,0.328
2788,Andy Grammer,Spotlight (feat. Andy Mineo & Swoope),2uRjTul8fMFYnDOVYzUJtt,0,0.0148,0.688,184373,0.637,0.0,8,0.174,-6.26,1,0.348,70.199,4,0.637
2789,Andy Grammer,Wish You Pain,34a3lGtgV3hZ3RL0ryHail,0,0.11,0.634,227545,0.65,0.0,2,0.157,-7.308,1,0.0365,114.951,4,0.0637
2790,Andy Grammer,Naive,4TiR0MyPK2BwGp8fDeN1EX,0,0.663,0.725,160964,0.202,0.0,2,0.216,-13.847,1,0.0325,89.12,4,0.409
2791,Andy Grammer,First Time,4u8dybCHRYmvpkYOqfHx0h,0,0.524,0.643,159425,0.353,0.0,11,0.143,-9.405,1,0.0718,171.838,4,0.263
2792,Andy Grammer,I Am Yours,6Pg2d0AVVP63OPF6COHll6,0,0.865,0.465,221787,0.204,0.0,10,0.0957,-9.747,1,0.0318,73.636,4,0.257
2793,Andy Grammer,Born for This,7lxqdKzfQVb5bNEUcdIQ7v,0,0.0272,0.661,184262,0.619,0.0,7,0.0556,-6.102,1,0.0629,150.043,4,0.308
2794,Binary One,Embracing - Nothing But Love,6J7EO3pba2OeePYfO93edR,55,0.973,0.0777,246143,0.0767,0.975,8,0.092,-25.996,1,0.0428,176.535,5,0.0325
2795,AJR,Beats,4Z84bBOAu0dLVd2WimB3re,53,0.0198,0.59,198572,0.682,0.0,0,0.178,-7.223,1,0.0564,125.055,4,0.665
2796,Yella Beezy,Restroom Occupied (feat. Chris Brown),163DOU0kwmWqQ0z6OnR5zQ,49,0.0132,0.713,216483,0.684,0.0,6,0.138,-5.045,1,0.0557,116.505,4,0.753
